repo,issue_number,issue_title,issue_created_at,issue_closed_at,resolution_days,resolution_hours,resolution_minutes
microsoft/autogen,5425,MaxMessageTermination should by default only count ChatMessage,2025-02-07 10:52:01,2025-02-07 20:52:10,0.4167708333333333,10.0025,600.15
microsoft/semantic-kernel,3953,`input_parameters` should be `input_variables` to match prompt serialization ,2023-12-05 00:58:18,2023-12-05 10:59:10,0.41726851851851854,10.014444444444445,600.8666666666667
langchain-ai/langchain,5720,AttributeError: 'GPT4All' object has no attribute 'model_type' (langchain 0.0.190),2023-06-05 09:44:08,2023-06-05 19:45:31,0.4176273148148148,10.023055555555555,601.3833333333333
microsoft/semantic-kernel,4105,There should be a `GetFunctionsMetadata()` method on `KernelPlugin`,2023-12-08 14:40:35,2023-12-09 00:44:03,0.4190740740740741,10.057777777777778,603.4666666666667
run-llama/llama_index,19087,[Bug]: OpenAIResponses only accepts the last message since version 0.3.44,2025-06-14 09:24:33,2025-06-14 19:30:06,0.42052083333333334,10.0925,605.55
microsoft/autogen,71,filename change in README,2023-10-02 05:48:39,2023-10-02 15:58:03,0.42319444444444443,10.156666666666666,609.4
run-llama/llama_index,15016,[Bug]: DashScopeRerank missing model_name,2024-07-29 09:55:26,2024-07-29 20:06:40,0.4244675925925926,10.187222222222223,611.2333333333333
run-llama/llama_index,19336,[Bug]: CallbackManager not applied to default embed_model in VectorStoreIndex.from_documents,2025-07-07 16:25:32,2025-07-08 02:38:45,0.4258449074074074,10.220277777777778,613.2166666666667
run-llama/llama_index,15822,[Question]: Correct way to store and load a property graph locally,2024-09-04 06:30:29,2024-09-04 16:46:59,0.428125,10.275,616.5
microsoft/semantic-kernel,9563,Upgrade the upload-artifact or download-artifact actions,2024-11-06 01:43:43,2024-11-06 12:00:27,0.428287037037037,10.278888888888888,616.7333333333333
run-llama/llama_index,18698,[Bug]: AzureOpenAIEmbedding fails to properly load API key from environment variables,2025-05-12 10:24:31,2025-05-12 20:43:03,0.42953703703703705,10.30888888888889,618.5333333333333
langchain-ai/langchain,20811,The tool cannot be called correctly when calling the Groq model through langchain——KeyError: 'tool_calls',2024-04-24 04:42:47,2024-04-24 15:06:08,0.43288194444444444,10.389166666666666,623.35
run-llama/llama_index,18968,[Bug]: azure openai embeddings doesn't call azure_ad_token_provider,2025-06-04 17:56:35,2025-06-05 04:21:39,0.43407407407407406,10.417777777777777,625.0666666666667
run-llama/llama_index,15687,[Bug]: Mistral interface expects two different types for Mistral,2024-08-28 10:07:25,2024-08-28 20:32:30,0.43408564814814815,10.418055555555556,625.0833333333334
run-llama/llama_index,11024,[Bug]: AttributeError: 'NotionPageReader' object has no attribute 'token',2024-02-20 13:51:41,2024-02-21 00:21:06,0.4370949074074074,10.490277777777777,629.4166666666666
run-llama/llama_index,18998,[Bug]: Async functions in a ToolSpec have invalid Metadata,2025-06-07 08:24:13,2025-06-07 18:59:47,0.44136574074074075,10.592777777777778,635.5666666666667
run-llama/llama_index,17743,[Bug]: Gemini Integration release 0.4.7 breaks usage with LATS Agent Worker,2025-02-07 09:37:43,2025-02-07 20:13:33,0.44155092592592593,10.597222222222221,635.8333333333334
langchain-ai/langchain,6282,LLMRequestsChain not enforcing headers when making http requests,2023-06-16 12:44:22,2023-06-16 23:21:02,0.44212962962962965,10.61111111111111,636.6666666666666
microsoft/autogen,3996,[.Net] Turn on file-scope namespace in .editorConfig,2024-10-30 06:26:10,2024-10-30 17:06:00,0.4443287037037037,10.66388888888889,639.8333333333334
microsoft/semantic-kernel,11071,.Net: Update {Azure}OpenAI Connectors to Latest beta.4,2025-03-19 20:36:07,2025-03-20 07:17:55,0.44569444444444445,10.696666666666667,641.8
langchain-ai/langchain,1189,Link missing for Question Answering Notebook,2023-02-20 20:10:35,2023-02-21 06:54:28,0.4471412037037037,10.731388888888889,643.8833333333333
deepset-ai/haystack,155,Latest haystack requires python 3.8 upwards?,2020-06-17 03:39:46,2020-06-17 14:26:22,0.4490277777777778,10.776666666666667,646.6
langchain-ai/langchain,32775,docs: link to page not found,2025-09-01 08:12:30,2025-09-01 19:02:22,0.4512962962962963,10.831111111111111,649.8666666666667
run-llama/llama_index,18102,[Bug]: loading data using ElasticsearchReader will result in redundancy.,2025-03-12 06:22:12,2025-03-12 17:13:27,0.4522569444444444,10.854166666666666,651.25
langchain-ai/langchain,2334,Unit tests were not executed properly locally on a Windows system,2023-04-03 10:18:59,2023-04-03 21:11:20,0.4530208333333333,10.8725,652.35
microsoft/autogen,6093,"[Bug]: AutoGen Studio - Unclickable New Team, Session buttons",2025-03-25 05:08:34,2025-03-25 16:01:28,0.45340277777777777,10.881666666666666,652.9
microsoft/autogen,1058,[Bug]: mode is only supported in Pydantic v2,2023-12-26 07:38:45,2023-12-26 18:32:09,0.45375,10.89,653.4
microsoft/autogen,5979,Ollama MultimodalWebSurfer crash using Ollama and llama3.2,2025-03-17 10:14:21,2025-03-17 21:09:27,0.45493055555555556,10.918333333333333,655.1
langchain-ai/langchain,5279,Issue Passing in Credential to VertexAI model,2023-05-26 04:34:54,2023-05-26 15:31:04,0.45567129629629627,10.936111111111112,656.1666666666666
microsoft/autogen,1260,[Bug]: use of `asyncio.coroutines.iscoroutinefunction` instead of `inspect.iscoroutinefunction`,2024-01-15 13:26:59,2024-01-16 00:24:28,0.45658564814814817,10.958055555555555,657.4833333333333
run-llama/llama_index,15015,[Feature Request]: dashscope add a new emembedding,2024-07-29 09:09:01,2024-07-29 20:06:39,0.4566898148148148,10.960555555555555,657.6333333333333
run-llama/llama_index,19025,[Documentation]: Workflow link not working in getting started,2025-06-10 13:09:32,2025-06-11 00:07:22,0.4568287037037037,10.963888888888889,657.8333333333334
run-llama/llama_index,10348,"[Bug]: ToolMetadata missing ""definitions"" in parameters_dict",2024-01-30 07:45:28,2024-01-30 18:49:45,0.46130787037037035,11.071388888888889,664.2833333333333
microsoft/semantic-kernel,10592,"Python: Bug: AgentGroupChat fails with ""RecursionError: maximum recursion depth exceeded"" when function_choice_behavior = FunctionChoiceBehavior.Auto()",2025-02-18 11:56:47,2025-02-18 23:01:49,0.4618287037037037,11.08388888888889,665.0333333333333
run-llama/llama_index,12445,[Bug]: '_Settings' object has no attribute 'get_nodes_from_documents' error in examples,2024-03-31 10:28:34,2024-03-31 21:33:53,0.462025462962963,11.088611111111112,665.3166666666667
langchain-ai/langchain,472,KeyError: 'completion tokens' ,2022-12-29 16:11:06,2022-12-30 03:16:36,0.4621527777777778,11.091666666666667,665.5
microsoft/semantic-kernel,2790,.Net: Cannot get the value of a token type 'False' as a number when using Chroma Memory Store,2023-09-12 09:59:17,2023-09-12 21:07:08,0.4637847222222222,11.130833333333333,667.85
run-llama/llama_index,17597,[Bug]: Can't able to use Structured Output for Image input,2025-01-23 09:32:32,2025-01-23 20:41:46,0.4647453703703704,11.153888888888888,669.2333333333333
microsoft/semantic-kernel,2728,.Net: AzureCognitiveSearchMemoryStore RemoveBatchAsync method fails,2023-09-05 23:13:11,2023-09-06 10:22:44,0.4649652777777778,11.159166666666666,669.55
run-llama/llama_index,17944,[Bug]: OpenAIMultiModal does not support o3-mini,2025-02-27 10:44:34,2025-02-27 21:54:27,0.46519675925925924,11.164722222222222,669.8833333333333
langchain-ai/langchain,13356,Issue: Notion DB loader for doesn't supports some properties ,2023-11-14 17:20:22,2023-11-15 04:31:13,0.46586805555555555,11.180833333333334,670.85
microsoft/semantic-kernel,3868,.Net: IsSkipRequested and Skip can be removed from FunctionInvokingEventArgs,2023-12-01 03:16:53,2023-12-01 14:28:54,0.46667824074074077,11.200277777777778,672.0166666666667
run-llama/llama_index,10470,[Bug]: Dashscope qwen llm bug,2024-02-06 06:08:51,2024-02-06 17:21:46,0.46730324074074076,11.215277777777779,672.9166666666666
run-llama/llama_index,8944,"[Bug][llama_index-0.9.1]: ValueError: ""AzureOpenAI"" object has no field ""_http_client""",2023-11-16 04:26:32,2023-11-16 15:39:30,0.467337962962963,11.216111111111111,672.9666666666667
microsoft/semantic-kernel,3867,.Net: Repeat and IsRepeat can be removed,2023-12-01 03:15:25,2023-12-01 14:28:53,0.4676851851851852,11.224444444444444,673.4666666666667
run-llama/llama_index,16633,[Bug]: MongoDBKVStore raises package not found,2024-10-22 10:30:17,2024-10-22 21:48:20,0.47086805555555555,11.300833333333333,678.05
run-llama/llama_index,9951,"[Bug]: When try to run MultiModal notebook example, I faced problem ""'$.input' is invalid. Please check the API reference: https://platform.openai.com/docs/api-reference.""",2024-01-10 04:28:38,2024-01-10 15:49:44,0.4729861111111111,11.351666666666667,681.1
microsoft/semantic-kernel,6350,Python: FunctionCallingStepwisePlanner not working in semantic-kernel 1.0.0,2024-05-21 11:38:02,2024-05-21 23:02:34,0.4753703703703704,11.408888888888889,684.5333333333333
langchain-ai/langchain,4513,[pyproject.toml] add `tiktoken` to `tool.poetry.extras.openai`,2023-05-11 07:54:40,2023-05-11 19:21:07,0.4767013888888889,11.440833333333334,686.45
run-llama/llama_index,16583,[Bug]: Cannot use vector index together while I use PropertyGraphIndex and pass the `response_synthesizer` or other params,2024-10-17 07:20:00,2024-10-17 18:49:18,0.47868055555555555,11.488333333333333,689.3
microsoft/autogen,3701,[dotnet] App host in Autogen 0.4 .NET (Micrososft.AutoGen.Agents.Client.App) does not shut down safely,2024-10-09 12:52:51,2024-10-10 00:25:28,0.4809837962962963,11.543611111111112,692.6166666666667
run-llama/llama_index,17277,[Bug]: Bug in Mistral AI Integration: Missing Tool Call ID in Function Calling,2024-12-15 14:17:00,2024-12-16 01:49:50,0.48113425925925923,11.547222222222222,692.8333333333334
run-llama/llama_index,13385,[Bug]: FirestoreKVStore's aget_all raises AttributeError when collection is not empty,2024-05-09 08:26:26,2024-05-09 20:01:56,0.4829861111111111,11.591666666666667,695.5
langchain-ai/langchain,18370,LangChain Community  ChatModel for sparkllm Bug,2024-03-01 07:13:07,2024-03-01 18:49:31,0.4836111111111111,11.606666666666667,696.4
microsoft/semantic-kernel,4209,.Net: It's not possible to get the execution settings for a prompt within an AI Selection Service,2023-12-12 21:46:02,2023-12-13 09:24:37,0.4851273148148148,11.643055555555556,698.5833333333334
langchain-ai/langchain,29610,Bug in PreFilter of AzureCosmosDBNoSqlVectorSearch,2025-02-05 14:39:50,2025-02-06 02:20:28,0.4865509259259259,11.677222222222222,700.6333333333333
microsoft/semantic-kernel,4117,.Net Stack Overflow exception when executing FunctionCallingStepwisePlanner using OpenAIChatCompletion,2023-12-09 00:54:52,2023-12-09 12:38:04,0.48833333333333334,11.72,703.2
run-llama/llama_index,14534,[Bug]: `AzStorageBlobReader` blob parameter data type issue,2024-07-03 05:18:46,2024-07-03 17:03:20,0.4892824074074074,11.742777777777778,704.5666666666667
microsoft/semantic-kernel,9729,.Net: Bug: Infinite loops with Assistant Agent,2024-11-18 10:53:28,2024-11-18 22:41:13,0.49149305555555556,11.795833333333333,707.75
run-llama/llama_index,15918,[Bug]: SharepointReader load_resource function broken,2024-09-09 11:15:08,2024-09-09 23:03:52,0.4921759259259259,11.812222222222223,708.7333333333333
microsoft/autogen,5020,finish_reason of non-openai models not handled in OpenAIChatCompletionClient,2025-01-13 06:36:17,2025-01-13 18:26:33,0.49324074074074076,11.837777777777777,710.2666666666667
run-llama/llama_index,16754,[Bug]: ReActAgent + Anthropic + Streaming is Functionally Broken,2024-10-30 13:20:48,2024-10-31 01:15:00,0.4959722222222222,11.903333333333334,714.2
microsoft/autogen,1932,Add info about `register_reply` and more customized conversations built using it,2024-03-09 17:46:35,2024-03-10 05:44:11,0.49833333333333335,11.96,717.6
run-llama/llama_index,11677,[Bug]: raptor example ,2024-03-06 02:54:00,2024-03-06 14:51:36,0.49833333333333335,11.96,717.6
